project_id,country,customer,organisation,exp_id,title,cause,area_of_cause,impact,mitigation_step,cost_for_mitigation,exposure_status,loss_id,loss_value
97,USA,Riyadh Railways,Manufacturing,4279,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,310242.23,Offer competitive packages to attract skilled personnel.,48292.57,REALISED,62,11212.85
97,USA,Riyadh Railways,Manufacturing,645,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,51392.57,Improve market analysis and adjust pricing strategies.,38645.68,REALISED,354,32581.37
97,USA,Riyadh Railways,Manufacturing,4279,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,310242.23,Offer competitive packages to attract skilled personnel.,48292.57,REALISED,778,20643.68
97,USA,Riyadh Railways,Manufacturing,4279,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,310242.23,Offer competitive packages to attract skilled personnel.,48292.57,REALISED,1306,87229.44
97,USA,Riyadh Railways,Manufacturing,4279,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,310242.23,Offer competitive packages to attract skilled personnel.,48292.57,REALISED,1666,27515.84
97,USA,Riyadh Railways,Manufacturing,1383,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,360212.14,Offer competitive packages to attract skilled personnel.,19231.24,REALISED,1717,79370.37
97,USA,Riyadh Railways,Manufacturing,243,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,154182.23,Ensure regular maintenance of machinery.,48794.09,REALISED,3330,16323.05
97,USA,Riyadh Railways,Manufacturing,859,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,291977.82,Establish clear requirements at project start.,27458.58,REALISED,5309,27496.59
97,USA,Riyadh Railways,Manufacturing,4279,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,310242.23,Offer competitive packages to attract skilled personnel.,48292.57,REALISED,5451,79830.31
97,USA,Riyadh Railways,Manufacturing,4173,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,446316.06,Ensure regular maintenance of machinery.,41806.68,REALISED,5668,20662.84
97,USA,Riyadh Railways,Manufacturing,1383,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,360212.14,Offer competitive packages to attract skilled personnel.,19231.24,REALISED,5803,75827.38
97,USA,Riyadh Railways,Manufacturing,5281,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,349370.62,Improve quality control during manufacturing.,24892.57,ACTIVE,NULL,NULL
97,USA,Riyadh Railways,Manufacturing,1782,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,181766.34,Conduct thorough design reviews and testing.,23315.04,REALISED,NULL,NULL
97,USA,Riyadh Railways,Manufacturing,855,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,43356.99,Conduct thorough design reviews and testing.,11608.34,ACTIVE,NULL,NULL
97,USA,Riyadh Railways,Manufacturing,1978,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,300148.35,Follow up with clients regularly and negotiate flexible payment terms.,17716.84,ACTIVE,NULL,NULL
97,USA,Riyadh Railways,Manufacturing,6310,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,455431.67,Set predefined deadlines for client responses.,39603.94,ACTIVE,NULL,NULL
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,9105,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,434421.85,Set predefined deadlines for client responses.,26991.92,REALISED,1026,88336.31
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,1832,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,49257.04,Improve market analysis and adjust pricing strategies.,19648.14,REALISED,1805,31692.93
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,1832,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,49257.04,Improve market analysis and adjust pricing strategies.,19648.14,REALISED,2504,43674.97
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,1832,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,49257.04,Improve market analysis and adjust pricing strategies.,19648.14,REALISED,4176,72567.59
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,672,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,300089.36,Allocate more resources to research teams.,46629.41,REALISED,4591,78292.41
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,2016,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,449391.5,Set predefined deadlines for client responses.,42042.03,REALISED,5393,28431.63
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,1898,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,474465.57,Diversify suppliers and maintain buffer stock.,38111.37,ACTIVE,NULL,NULL
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,2265,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,143163.22,Improve resource planning and timeline estimation.,31930.37,ACTIVE,NULL,NULL
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,767,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,280477.61,Diversify suppliers and maintain buffer stock.,42016.98,REALISED,NULL,NULL
98,India,German Rail Infrastructure Pvt Ltd,Infrastructure,8462,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,19829.45,Replace defective products and conduct root cause analysis.,10426.61,REALISED,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,2334,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,462580.76,Improve resource planning and timeline estimation.,26514.74,REALISED,374,38837.9
99,USA,EuroForce Systems,Smart Cities,2590,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,97602.38,Diversify suppliers and maintain buffer stock.,29023.68,REALISED,1024,74791.7
99,USA,EuroForce Systems,Smart Cities,600,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,214555.48,Follow up with clients regularly and negotiate flexible payment terms.,31014.13,REALISED,2821,15701.94
99,USA,EuroForce Systems,Smart Cities,7268,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,121704.87,Improve market analysis and adjust pricing strategies.,31797.79,REALISED,3089,69696.2
99,USA,EuroForce Systems,Smart Cities,600,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,214555.48,Follow up with clients regularly and negotiate flexible payment terms.,31014.13,REALISED,3410,30414.48
99,USA,EuroForce Systems,Smart Cities,382,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,439810.1,Establish clear requirements at project start.,34580.76,REALISED,3754,78230.16
99,USA,EuroForce Systems,Smart Cities,2590,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,97602.38,Diversify suppliers and maintain buffer stock.,29023.68,REALISED,3820,25794.89
99,USA,EuroForce Systems,Smart Cities,600,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,214555.48,Follow up with clients regularly and negotiate flexible payment terms.,31014.13,REALISED,4338,68270.35
99,USA,EuroForce Systems,Smart Cities,5694,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,71973.62,Allocate more resources to research teams.,12214.92,REALISED,5552,73461.24
99,USA,EuroForce Systems,Smart Cities,7268,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,121704.87,Improve market analysis and adjust pricing strategies.,31797.79,REALISED,5774,38087.65
99,USA,EuroForce Systems,Smart Cities,9745,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,32155.24,Allocate more resources to research teams.,36009.12,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,5626,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,463402.85,Allocate more resources to research teams.,17509.78,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,8594,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,69961.2,Improve market analysis and adjust pricing strategies.,10643.34,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,2472,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,213572.75,Conduct thorough design reviews and testing.,12058.46,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,2311,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,158079.43,Conduct thorough design reviews and testing.,40555.96,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,5617,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,37550.27,Allocate more resources to research teams.,23015.06,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,8371,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,218791.13,Improve resource planning and timeline estimation.,43238.12,ACTIVE,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,481,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,36202.58,Conduct thorough design reviews and testing.,15368.9,REALISED,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,4450,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,183973.33,Offer competitive packages to attract skilled personnel.,44517.09,REALISED,NULL,NULL
99,USA,EuroForce Systems,Smart Cities,7555,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,102074.05,Improve quality control during manufacturing.,48810.53,ACTIVE,NULL,NULL
100,Germany,Indian Railways,Smart Cities,6858,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,394435.21,Ensure regular maintenance of machinery.,10989.48,REALISED,535,26139.13
100,Germany,Indian Railways,Smart Cities,3309,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,229513.17,Improve resource planning and timeline estimation.,40182.8,REALISED,4485,55669.24
100,Germany,Indian Railways,Smart Cities,3309,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,229513.17,Improve resource planning and timeline estimation.,40182.8,REALISED,5498,89206.03
100,Germany,Indian Railways,Smart Cities,2114,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,260092.13,Follow up with clients regularly and negotiate flexible payment terms.,12563.36,REALISED,NULL,NULL
100,Germany,Indian Railways,Smart Cities,4507,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,44539.92,Follow up with clients regularly and negotiate flexible payment terms.,47443.77,ACTIVE,NULL,NULL
100,Germany,Indian Railways,Smart Cities,9562,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,360396.95,Improve resource planning and timeline estimation.,44926.74,ACTIVE,NULL,NULL
100,Germany,Indian Railways,Smart Cities,5156,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,201532.88,Set predefined deadlines for client responses.,27014.08,ACTIVE,NULL,NULL
100,Germany,Indian Railways,Smart Cities,721,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,374579.31,Ensure regular maintenance of machinery.,32180.23,ACTIVE,NULL,NULL
100,Germany,Indian Railways,Smart Cities,9172,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,272701.18,Improve quality control during manufacturing.,22482.89,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,7354,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,148586.09,Ensure regular maintenance of machinery.,26552.14,REALISED,802,75855.56
101,USA,MetroHealth Systems,Smart Cities,9509,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,56117.33,Diversify suppliers and maintain buffer stock.,31548.39,REALISED,925,97543.8
101,USA,MetroHealth Systems,Smart Cities,4121,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,447712.16,Conduct thorough design reviews and testing.,24449.31,REALISED,1114,19402.12
101,USA,MetroHealth Systems,Smart Cities,2035,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,206022.84,Follow up with clients regularly and negotiate flexible payment terms.,10631.44,REALISED,1851,62515.59
101,USA,MetroHealth Systems,Smart Cities,2035,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,206022.84,Follow up with clients regularly and negotiate flexible payment terms.,10631.44,REALISED,1994,76280.79
101,USA,MetroHealth Systems,Smart Cities,153,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,99604.52,Improve quality control during manufacturing.,33491.45,REALISED,2152,87330.61
101,USA,MetroHealth Systems,Smart Cities,9509,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,56117.33,Diversify suppliers and maintain buffer stock.,31548.39,REALISED,2361,19412.26
101,USA,MetroHealth Systems,Smart Cities,7354,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,148586.09,Ensure regular maintenance of machinery.,26552.14,REALISED,2430,62209.96
101,USA,MetroHealth Systems,Smart Cities,9509,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,56117.33,Diversify suppliers and maintain buffer stock.,31548.39,REALISED,3044,15775.38
101,USA,MetroHealth Systems,Smart Cities,7354,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,148586.09,Ensure regular maintenance of machinery.,26552.14,REALISED,3285,67145.08
101,USA,MetroHealth Systems,Smart Cities,937,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,419524.61,Ensure regular maintenance of machinery.,35002.31,REALISED,3967,28712.3
101,USA,MetroHealth Systems,Smart Cities,9509,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,56117.33,Diversify suppliers and maintain buffer stock.,31548.39,REALISED,4044,33942.39
101,USA,MetroHealth Systems,Smart Cities,153,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,99604.52,Improve quality control during manufacturing.,33491.45,REALISED,4053,72511.31
101,USA,MetroHealth Systems,Smart Cities,3209,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,99072.03,Ensure regular maintenance of machinery.,14185.71,REALISED,4218,42727.25
101,USA,MetroHealth Systems,Smart Cities,9509,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,56117.33,Diversify suppliers and maintain buffer stock.,31548.39,REALISED,4272,71442.11
101,USA,MetroHealth Systems,Smart Cities,3209,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,99072.03,Ensure regular maintenance of machinery.,14185.71,REALISED,4769,94676.13
101,USA,MetroHealth Systems,Smart Cities,937,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,419524.61,Ensure regular maintenance of machinery.,35002.31,REALISED,5663,39301.02
101,USA,MetroHealth Systems,Smart Cities,7354,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,148586.09,Ensure regular maintenance of machinery.,26552.14,REALISED,5736,12393.84
101,USA,MetroHealth Systems,Smart Cities,8065,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,417836.64,Diversify suppliers and maintain buffer stock.,25390.28,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,5139,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,20641.33,Improve quality control during manufacturing.,46035.78,REALISED,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,2390,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,207881.27,Follow up with clients regularly and negotiate flexible payment terms.,39032.7,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,7766,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,144075.38,Allocate more resources to research teams.,45315.19,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,2218,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,322157.38,Replace defective products and conduct root cause analysis.,43687.11,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,6921,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,33029.08,Improve market analysis and adjust pricing strategies.,29496.2,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,927,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,41706.01,Set predefined deadlines for client responses.,44490.53,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,7676,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,157010.21,Offer competitive packages to attract skilled personnel.,16883.14,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,7258,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,51557.31,Ensure regular maintenance of machinery.,47889.03,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,5711,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,303041.06,Follow up with clients regularly and negotiate flexible payment terms.,12934.29,REALISED,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,7672,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,81572.43,Ensure regular maintenance of machinery.,38878.84,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,2410,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,247933.71,Improve quality control during manufacturing.,25422.94,ACTIVE,NULL,NULL
101,USA,MetroHealth Systems,Smart Cities,6545,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,270186.38,Improve resource planning and timeline estimation.,34585.36,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,4249,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,317002.03,Allocate more resources to research teams.,34923.59,REALISED,2640,78820.89
102,Germany,SmartCity Networks,Infrastructure,9857,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,306243.62,Improve resource planning and timeline estimation.,41564.7,REALISED,2982,52991.34
102,Germany,SmartCity Networks,Infrastructure,4249,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,317002.03,Allocate more resources to research teams.,34923.59,REALISED,4143,23675.06
102,Germany,SmartCity Networks,Infrastructure,7079,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,378605.87,Improve quality control during manufacturing.,44130.01,REALISED,4642,28999.5
102,Germany,SmartCity Networks,Infrastructure,4249,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,317002.03,Allocate more resources to research teams.,34923.59,REALISED,4812,90871.79
102,Germany,SmartCity Networks,Infrastructure,5593,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,85893.91,Replace defective products and conduct root cause analysis.,29947.83,REALISED,4875,83612.34
102,Germany,SmartCity Networks,Infrastructure,7581,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,231211.25,Offer competitive packages to attract skilled personnel.,35875.79,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,5310,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,310612.18,Establish clear requirements at project start.,42803.21,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,2313,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,129813.04,Conduct thorough design reviews and testing.,41486.32,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,2539,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,123000.32,Improve resource planning and timeline estimation.,20215.74,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,6259,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,38327.53,Set predefined deadlines for client responses.,33026.45,REALISED,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,3780,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,165912.75,Replace defective products and conduct root cause analysis.,30879.13,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,2888,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,75881.8,Improve market analysis and adjust pricing strategies.,11089.05,ACTIVE,NULL,NULL
102,Germany,SmartCity Networks,Infrastructure,9023,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,422567.27,Replace defective products and conduct root cause analysis.,43629.38,REALISED,NULL,NULL
103,Germany,Blue Ocean Infrastructure,Automation,918,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,183469.09,Diversify suppliers and maintain buffer stock.,19632.49,REALISED,366,11929.31
103,Germany,Blue Ocean Infrastructure,Automation,6417,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,304639.69,Offer competitive packages to attract skilled personnel.,20663.11,REALISED,1045,63519.74
103,Germany,Blue Ocean Infrastructure,Automation,4773,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,191295.67,Offer competitive packages to attract skilled personnel.,43731.95,REALISED,2030,61510.33
103,Germany,Blue Ocean Infrastructure,Automation,918,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,183469.09,Diversify suppliers and maintain buffer stock.,19632.49,REALISED,4627,36979.26
103,Germany,Blue Ocean Infrastructure,Automation,7966,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,280228.07,Allocate more resources to research teams.,47756.2,ACTIVE,NULL,NULL
103,Germany,Blue Ocean Infrastructure,Automation,1882,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,358456.37,Allocate more resources to research teams.,21844.45,ACTIVE,NULL,NULL
103,Germany,Blue Ocean Infrastructure,Automation,2488,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,224972.8,Offer competitive packages to attract skilled personnel.,34809.6,ACTIVE,NULL,NULL
103,Germany,Blue Ocean Infrastructure,Automation,9769,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,428490.38,Offer competitive packages to attract skilled personnel.,23672.01,REALISED,NULL,NULL
104,UK,Indian Railways,Infrastructure,259,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,411387.17,Replace defective products and conduct root cause analysis.,20584.42,REALISED,85,18299.88
104,UK,Indian Railways,Infrastructure,7894,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,317299.6,Conduct thorough design reviews and testing.,23408.07,REALISED,1093,55196.73
104,UK,Indian Railways,Infrastructure,194,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,312144.57,Ensure regular maintenance of machinery.,21456.89,REALISED,1123,28759.85
104,UK,Indian Railways,Infrastructure,259,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,411387.17,Replace defective products and conduct root cause analysis.,20584.42,REALISED,1558,73899.97
104,UK,Indian Railways,Infrastructure,4117,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,24824.62,Establish clear requirements at project start.,33462.38,REALISED,1743,47556.32
104,UK,Indian Railways,Infrastructure,7894,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,317299.6,Conduct thorough design reviews and testing.,23408.07,REALISED,3071,91910.55
104,UK,Indian Railways,Infrastructure,7382,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,50812.7,Establish clear requirements at project start.,27157.78,REALISED,3091,83605.12
104,UK,Indian Railways,Infrastructure,4117,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,24824.62,Establish clear requirements at project start.,33462.38,REALISED,3670,95880.46
104,UK,Indian Railways,Infrastructure,194,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,312144.57,Ensure regular maintenance of machinery.,21456.89,REALISED,4660,95987.84
104,UK,Indian Railways,Infrastructure,259,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,411387.17,Replace defective products and conduct root cause analysis.,20584.42,REALISED,5045,77746.64
104,UK,Indian Railways,Infrastructure,194,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,312144.57,Ensure regular maintenance of machinery.,21456.89,REALISED,5130,68059.6
104,UK,Indian Railways,Infrastructure,8117,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,430648.04,Allocate more resources to research teams.,45666.11,REALISED,5310,63459.11
104,UK,Indian Railways,Infrastructure,4117,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,24824.62,Establish clear requirements at project start.,33462.38,REALISED,5542,64060.75
104,UK,Indian Railways,Infrastructure,4642,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,57962.87,Diversify suppliers and maintain buffer stock.,46014.49,REALISED,NULL,NULL
